"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.4.1570:mRNA-p1"	1427824.41706198	2956229.65718008	3298301.04931184	NA	NA	NA	1908155.06967885	4646879.20952316	5011790.58769997	5519415.99131028	4797765.90529454	5110426.09357478	5479146.14939836	5751374.33053427	2302166.22958631	1838392.37558331	2040681.87579486	2181270.66737955	5354375.0098317	4890915.62978981	4932197.2050195	4727798.97565662	4597739.6089403	5025804.13991483	1573326.55329476	5105796.56099351	5604862.58097537	4157262.87444426	4252479.56286915	5249167.17570194	5187668.71418748	4993466.72007987	4342873.29232688
"Tb05.5K5.80:mRNA-p1;Tb927.5.4430:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3108755.85288515	3031920.6446255	3735812.48251999	3915006.03658292	3656508.49296053	4203272.87029659	4698496.71896397	244009.954665744	283016.145510608	324429.726470382	NA	3194162.81465709	3143211.35320054	3004236.77773543	2964409.63079428	3734782.2793286	3609326.02295619	NA	3771640.76416623	4371249.85995779	3422997.29011348	3795748.30924224	4154885.67032751	4486887.97313867	4258358.87043596	3570033.3084361
"Tb927.5.2060:mRNA-p1"	4708181.35602292	4576105.45101967	4574769.19859976	4819077.63095163	4941696.41107331	4613973.70697829	3327707.02892764	3790662.65069758	3841662.69529814	3601365.69321655	3504946.94557803	3283658.94976061	2995393.52632938	2679036.98314051	2921498.59860643	2698625.45174103	3061601.65784284	2804282.29163565	3625750.52896965	3697982.78613393	3404323.7909928	3120242.64452079	3349219.72562111	3632545.50306045	3485028.50005769	3388268.30452325	2747833.7038654	3434276.67452398	3481787.3929748	3316269.31504577	3728482.48489661	3824319.10067029	3356003.52298115
"Tb927.8.2910:mRNA-p1"	4891960.97455976	4501564.79130932	4896748.99383879	5109201.98878657	4168419.48847836	4461433.595996	4284796.13127868	17821048.9563088	17239048.7265889	22230490.3428829	13743312.307218	12216262.4713358	18393821.0252497	14594064.6418958	5328511.54867788	4973568.53625862	5231707.30741589	3750372.94302856	17892830.8031109	17220197.0792838	17378486.582393	16986110.8619344	21580700.9387	20630811.7313867	3807384.46478166	10487353.9178168	15635231.6092232	14400492.3545187	13747325.2087449	18751590.48512	18637589.6509777	19065298.8362211	13733753.109353
"Tb927.5.3120:mRNA-p1"	21666259.5369837	22087273.9841173	20648277.4877879	23214958.8321415	23261598.3040551	22985804.0570178	15517588.9115705	64714888.8744902	64230407.5874315	59697260.5541661	45459491.943026	47778398.4674141	47397003.503006	49850268.7290226	12697847.3455635	12855197.1251351	13309738.5044117	15510352.3395329	66654947.1414302	63649595.8980189	62741970.4066751	60610929.0107556	62365343.987361	58349595.8615985	16792829.1634767	46203998.5958369	50993594.3198045	40314902.8538569	35277724.4915578	41576429.5298049	44061251.0173059	44376921.835542	38226547.7072445
"Tb927.10.15330:mRNA-p1"	3723705.16300083	3089243.61240126	3864944.55659381	2553822.31436186	2458299.66082601	2782297.66421738	3517998.70314395	29370161.9136216	31032725.4616439	28874823.7197704	34459130.1521451	32480146.7375323	33036246.9091401	30412923.676665	5594157.8458154	5459690.8327126	5580797.09456765	3640650.15613249	26086093.7374603	27497875.3860831	29083070.6737985	28531617.0184451	31007423.3480161	32890855.5920824	4254440.72945299	32196404.0680037	32035444.1078525	36248481.4050689	36954109.9496765	35824596.7104961	36256923.6989047	36082808.9618676	37053885.2506151
"Tb927.8.6560:mRNA-p1"	NA	231202.536437145	NA	NA	NA	NA	NA	537221.654789713	629694.852103706	936192.646128152	1221793.45444968	951761.856622963	1243423.63887179	1040164.12222523	NA	NA	NA	NA	689902.266762622	629535.290178521	272828.781943416	568480.795288047	704976.016984901	625476.871988992	NA	917511.39310984	899637.833300988	927803.29078931	969510.097954425	316550.888052289	553045.20871527	829081.680279189	615922.626731587
"Tb927.6.3780:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	5613903.40181957	5712728.32368582	4998607.9588175	5904650.5412063	5570550.92396093	5516965.28887621	4775309.69047123	454954.015772945	516973.697411118	420906.527012947	NA	5446965.15900386	5460407.57425003	5605902.6113202	5678383.21572034	5513332.95369673	5125816.86147076	NA	5179338.50189337	5184495.69810895	6044711.0276242	5559367.1904604	5119315.09491412	5455392.35226629	5475635.79947167	5530837.95183918
"Tb927.7.5530:mRNA-p1"	794108.548876449	2285094.44480509	2537477.21939911	NA	NA	2690822.53691011	1341539.341649	9471855.17872036	9010020.43973872	10014849.0780243	8789401.97612431	9237044.03639454	9697273.72962768	9894580.65538663	1339621.26803768	1194635.71877556	2968277.02804036	1399419.08956844	9213273.77159526	8546902.4532649	8539616.73292664	8616026.24558111	10836528.3287163	8959058.30099109	1187203.77497125	9425910.75951797	9326556.52973448	9342499.26399509	8670113.75794509	9287647.96157966	9226330.84444466	9126958.83626942	9090570.99657134
"Tb927.10.7190:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	6914004.39109226	7098570.64436274	7008274.77081602	4785922.51095261	5656008.70460127	4890307.21060366	9244313.10577674	NA	NA	NA	NA	6614313.8819624	6097556.05384131	6878156.39470368	6739126.75466892	5735608.28581645	5426731.46422519	NA	6589471.97259974	8112067.83840286	3996307.85006024	3286950.15502355	4405231.8081381	4354279.42778947	4176994.85965468	3786893.15326522
"Tb927.10.8660:mRNA-p1"	415904.78904614	NA	204184.069457749	NA	NA	NA	NA	3112981.8968442	2998903.29070151	2892998.03867353	3354900.66158402	3827332.30372511	3122436.61329802	4005050.49927389	NA	NA	NA	NA	2805906.99369297	2670502.15134409	2865616.44387158	2826968.39823221	2879258.55229923	3959069.01319918	NA	4069242.49873738	3898199.27078873	4175317.03432301	4154079.96591746	3630640.19945381	3728042.48831571	3474381.81065401	4322470.15442707
"Tb927.10.5560:mRNA-p1"	NA	NA	NA	NA	NA	NA	1160701.27815069	2761739.42077589	3059711.67591671	2920678.00919193	3015531.89025825	2913934.27844585	3255121.05291551	3038712.44211394	1110111.10180039	710727.664410772	1608573.99540326	NA	3034572.31097093	3086726.87678438	2842464.1610776	3070527.72249623	2787222.18758975	2656316.05044404	1215557.31693037	2933039.05016435	2646919.33808597	3184800.0660414	3413801.32594495	2871192.45055844	2986928.12153457	2903105.15870054	3481033.31893915
"Tb927.4.4750:mRNA-p1"	2587339.63924457	2860798.34165793	2464926.92831435	2539516.12638455	2958120.68801404	2662118.70358931	2615382.48337493	1665502.96636311	1487209.57628981	1891882.83686422	575841.766314754	459789.930706548	410669.929128729	248119.980909235	2483399.40392369	2474609.71143175	2511411.02313217	2604939.30451201	1679634.58133009	1662184.69879622	1416483.46780464	1487019.16530342	1639954.69094877	1437504.95341472	2524265.72092944	502624.566203346	356802.91218184	371117.082182944	343816.36608088	220267.942244474	250576.876671023	270034.064536996	307550.714284119
"Tb927.4.2820:mRNA-p1"	14055640.707402	14362134.1170244	14175898.2293229	14231113.0274291	13516445.961659	13368208.9366061	13906240.7248058	5910439.45535328	6135501.24980608	6100046.38112063	1223812.02171714	1199631.74529141	NA	5552354.38660458	14186494.1117058	13802761.5325582	14122473.4302046	13351507.3874154	5877172.60813069	6095629.02997753	5667567.09143727	6032815.45939052	6543833.73224805	6376274.72807861	13900775.5176725	NA	890343.476738525	516377.987939752	885817.752777527	NA	NA	NA	666720.936050083
"Tb927.10.10820:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105241.916400217	NA	NA	83123.1419512302	132720.68053598	NA	NA	83432.4794994249
"Tb927.7.1280:mRNA-p1"	NA	NA	NA	NA	NA	NA	845770.642874697	4097734.90472765	4199596.53004041	5043884.20010207	4029483.64072785	4537591.5116497	4521163.7346917	4693263.24889838	912759.096523138	1356102.2415805	1453254.21935471	939226.182878441	4406972.30418978	3899765.46815332	3332488.35139565	2886323.65798634	8969046.76575402	6557017.64209011	954491.326307408	6584300.87945165	5318182.87037049	11963836.523986	13111717.545065	13220694.8670293	13182986.0335583	12576835.7257855	13134583.2836101
"Tb927.10.8950:mRNA-p1;Tb927.10.8970:mRNA-p1"	47318895.4550589	49583356.9784605	44628535.4123292	54738730.2550848	48979879.6516946	46570577.1347297	58013776.2972083	20102597.8317641	21780720.5988284	28348153.2006503	5637125.08332503	8431692.54872777	9909985.37681766	13175114.6982145	55398331.8866441	50911058.5964979	56126116.4572453	56764537.5964324	21781716.5730292	20781124.7310252	21862580.6279377	20462905.3385271	27628927.2864314	28857437.1640785	57793812.6990688	9039323.53206577	10984104.4913492	6607524.00087104	6342173.26206483	7435625.7839146	7528869.61774791	6269926.59580199	5823027.78807487
"Tb927.7.270:mRNA-p1"	19232693.7731131	19650061.0079076	18564244.2862935	19814262.0254708	21138703.9162658	19568574.1331662	17218701.9473406	12735769.8292406	12208312.6733013	12578193.2248101	3191781.12736895	3600159.5484556	3172126.04618152	3143626.59214307	17610588.0874777	16149033.9577087	16698804.57366	18436162.9263705	12266111.5042226	12661982.2038969	13035384.6159286	12414683.7971888	12248000.625212	11672803.4063787	18981731.1875539	3606064.91225318	3322348.9253705	3543656.72334555	2691075.39182001	2565966.7364712	2754666.23893855	3220999.17345897	3000718.85981254
"Tb927.11.11610:mRNA-p1"	4246076.15522066	4294233.18706465	4203861.1397081	4443468.67444831	4479085.59611761	4285876.95150362	2715363.87543106	2370797.38928497	2324066.73419036	2622567.7057551	3431017.23554231	3511785.12404791	2795096.72657737	2852368.00314794	2857371.93101074	2793130.84827342	2970153.71221468	2866380.60923333	2176653.64975837	2246250.5919127	2370690.42454597	2258084.85447868	2691783.33062186	3216715.46695064	2888094.36212245	3188294.99912589	2762406.01793774	3625033.67679622	3899579.39487013	3124631.74877699	3566825.88973629	3541758.47166017	3892678.96648621
"Tb927.3.1300:mRNA-p1"	542575.662925444	NA	NA	NA	NA	NA	556442.807206037	6312022.6179639	6900789.06202562	6744539.94063266	8732858.64448409	9138113.33544536	9436395.13212579	9058547.56283844	1208006.19119139	672749.009491547	819707.831833819	953141.042319936	6201985.73108455	6366871.40034631	6545604.47000373	6204194.99533146	6510287.77526842	6877455.46234766	965739.846602825	9176127.19568993	9103383.71226279	9181042.94151514	9203910.12702637	9594836.34294732	10004672.403041	9568545.40100552	9145660.8584713
"Tb927.10.14110:mRNA-p1"	5523753.15306362	6417710.09224246	5103072.00899571	5509132.93183255	6879627.54025565	6342019.87657426	6206617.51951954	3670203.92128559	2351488.06152085	3364548.42951854	2723248.9500497	4110526.99710498	3681381.41058367	5621529.61691176	6134574.85694805	6481663.84896691	5718577.52982832	7634453.05885925	2449293.98180129	2730249.12326505	2935000.80119818	2098055.80126186	5835136.02359436	5320508.3039272	7601916.78730783	3841434.48853931	3641235.48723506	2303977.57292708	2059359.90742179	2963982.6281143	3253844.87786852	2782930.50071467	2162013.92551635
"Tb927.2.2400:mRNA-p1"	NA	NA	NA	1175731.52806887	NA	1540657.40167468	193246.616559501	583028.873096826	542749.758931882	658288.751234994	595084.429350644	586188.878381272	763369.980863705	785187.276197311	NA	NA	NA	NA	521258.908675273	615617.103231411	552034.095783805	507035.119325623	616707.709134757	666074.337710566	NA	521818.310265409	811352.500180802	518561.394107827	290002.940600124	554654.862056191	688399.724758598	557955.431464507	NA
"Tb11.v5.1046.1-p1;Tb927.10.2090:mRNA-p1;Tb927.10.2100:mRNA-p1;Tb927.10.2110:mRNA-p1"	455608461.366107	382026839.44759	374177196.560059	437644713.129727	366861667.948888	334381493.755432	636445645.750917	4532319018.78045	4735263613.68909	4577776907.74492	5098958296.985	5615944166.80686	5111256999.79355	5030643425.48243	550308910.615665	476887905.27135	590574313.751124	650677030.159852	4362253710.02018	4588723505.7864	4943749367.87361	4780431390.6449	5054096681.84066	4304808845.29642	655252220.379131	5519921970.09291	5024697704.27738	6492062899.34754	6129875702.33077	6678199337.61689	5743223783.43886	5679229214.82423	5697524311.57973
"Tb927.8.6870:mRNA-p1"	7068568.73487902	7226698.9749441	8181995.8501086	7386451.58168719	7191034.34185172	6953096.47732085	8580637.45485422	5181883.43387147	5141627.70342724	5338319.2967216	1068936.28322669	1192013.69279535	1274013.93832975	1561945.8047043	9020860.45152107	8749981.0482869	9004202.64723852	9168033.77006257	5882275.24017631	5299780.96426572	4726793.01752752	5083685.11677646	4940677.2828673	5181528.87885066	9039811.6525332	859883.533590508	1080432.72124574	1099527.71607131	1141852.30338012	1611730.90236239	1278830.25419916	1307608.34436983	1282197.61119485
"Tb927.8.5240:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	5763921.71712019	5525727.72754326	5926011.57737884	4758857.94292849	4486355.09397487	4316007.03686176	4010798.39490889	814898.609413452	NA	NA	NA	5527292.64434826	5836441.35612556	5470995.04904068	5499189.81683139	5269828.10582973	5350786.67410005	NA	3960168.21691974	4281297.76441309	5146789.97522392	4981494.34225332	4833781.68144303	4529687.53688562	4774062.87613901	5029584.92113268
"Tb927.3.4260:mRNA-p1"	11803722.9704591	12703712.5281304	11090088.5789361	9762579.86397325	10319257.286439	9957120.96934446	9175408.23721238	10888361.0535955	11194594.9730598	11530175.3271404	4788551.62809709	4647851.08201021	4273323.28919642	3511925.80206703	11668389.248187	11733625.5047566	12650342.1247335	9120290.6398284	11270211.7542618	11239409.4392713	11462945.4199374	11086223.6006512	10555552.0251186	10949630.9630523	8760292.77430535	5764016.4966418	3407815.78751799	7328464.41945952	7780702.77143874	5304940.19847922	5765802.08251939	6153921.90239639	7191066.50276012
"Tb927.5.3360:mRNA-p1"	867930.457666369	989838.7026347	741968.776859046	569324.011316284	NA	NA	NA	1942662.58955896	1787141.9588124	1885704.31445058	1858299.77349763	1839287.78005819	2092572.28502263	2027073.20656955	889168.566666992	752088.982030854	807443.615064518	447190.470429242	1805776.89435461	1982000.85404973	1875828.16939049	1833965.8282852	1789713.94680792	2235131.77119174	692265.763033017	1927721.6036514	2117394.09264527	1657848.21663359	1547279.7096064	1913280.99048168	1826299.09790012	1975906.54409995	1659478.97707511
"Tb927.8.7240:mRNA-p1"	1703290.57809582	1711766.85451894	1602000.65075249	1278886.23495006	1956311.06747295	1893368.19054353	1817885.54218557	NA	NA	NA	NA	NA	NA	NA	1259222.99409412	1390511.77819563	873228.842058996	1590239.17704588	NA	NA	NA	1392115.49984289	NA	1512769.18077471	1947327.42815261	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.11.2100:mRNA-p1"	3348677.13996276	3459481.47199562	3186195.65419787	2877966.83228419	3017491.85047577	3194228.37493388	2702773.60012174	3954244.33699429	3724111.2470183	3789431.07951506	2863178.09780047	2689029.10463725	2377208.05016817	2415716.69155572	2426236.10050182	2393088.93037103	2205743.43273697	2549333.58633768	3795485.04328546	4097700.74052145	3457206.1410235	3426480.01627948	3435752.23945511	4026542.31231492	2960643.78241639	2895240.52421643	2294276.13515128	2378099.58392916	2811223.31631287	2159883.98143092	2671403.25694245	2541954.24782634	2739242.22348507
"Tb927.3.2960:mRNA-p1"	6946017.69212465	5216997.00809176	4168859.65909847	7052858.06865712	6163362.49477027	5556424.70629927	7592381.27653603	266768057.514701	285249908.278751	314447547.399689	239991967.494887	244323049.239933	229653022.25638	221432926.798755	5089913.83887973	4421004.14346482	10027601.6196197	10144266.5249631	288806202.731049	281167996.509559	277840692.857955	289221645.924636	312384717.475686	330396941.751769	8393327.76357495	254436745.718852	200289652.612661	378961945.378115	386995595.789072	365265547.577498	343686598.189604	343048286.091816	351541302.154853
"Tb927.7.7320:mRNA-p1"	9414327.91263049	8899699.40435416	10283395.9173615	9826265.20984407	9428920.08751079	9745481.77627799	11122017.3004735	5666632.21736983	5856558.82562094	5982213.58821582	1618769.42977545	1656651.01266489	1751947.73233024	1408423.77149479	10723720.5436128	9480799.18307344	10321178.3214441	11267520.3664646	5485130.07758428	6036604.22117583	6023409.32322426	6593589.27092223	6415408.92508972	5600916.74595509	10462261.4814144	1588663.63380641	1446527.62642197	2389524.09408039	2689027.9071829	1873046.13316133	2360310.86734064	2400407.86122629	2530953.21917988
"Tb927.5.780:mRNA-p1"	604289.509654073	448354.246195613	569353.428108813	432947.697441636	385520.840603603	432412.762724013	472705.190564773	15087731.5706256	14678897.6446929	14706979.156253	16852478.836375	17270550.8676768	17355860.5834965	15409200.1482144	585936.580907425	546573.427607894	757059.743065436	640407.517380318	13956114.4010909	14874970.2005468	14703180.9523477	13906058.6825251	13631659.0738659	14712081.9297163	595206.496828095	16421280.3292872	15890755.3517642	20280971.6242988	18477996.6598474	17603229.2024871	18260639.3040131	18171843.6819389	18569827.2880789
"Tb927.8.4060:mRNA-p1"	42286428.582044	39862074.9538779	42825758.3657258	40856762.850433	39768298.9624933	42232199.448408	41065001.9859944	24427778.3179086	24924354.6631	27434219.2564696	8928385.0114622	9094657.96789292	9034922.60869845	7413082.24978411	42761091.4111012	41816104.482693	42707537.7229959	39869064.1454361	26178322.7488212	26434629.8686127	25412924.8006305	25539310.8823653	27841675.8406935	27658348.8490081	37201771.3199541	8177672.68495351	7749964.34575829	6199892.94587842	6778457.42304182	5538919.70964902	6478249.04300239	5970147.43828417	6468566.90976785
"Tb927.8.5950:mRNA-p1"	NA	579354.308841361	NA	501859.040007721	NA	NA	348024.62825637	7635743.31060239	7905609.87665138	6926592.24406358	7773229.78662633	8202887.58962571	8932337.78962748	8055247.99717231	753237.404292837	450264.93201294	852510.847816996	382119.927419871	6846542.90746195	6925044.09301398	7330226.03703819	7384854.42509727	6333545.36635266	5439195.10731741	350239.926751044	7596527.72237598	9480229.52207736	10195848.5835138	9886410.20290113	7409008.98945315	7598599.02735267	8053550.57993489	9777441.52054469
"Tb927.4.1110:mRNA-p1"	2082901.90793879	2425653.31969921	4285224.28367621	2411558.56858756	2597971.41694165	2300106.46741476	2627183.80261864	1568836.4567772	1783826.00606277	2380825.43718831	1548673.71113902	1601965.9453961	1448303.95579402	1369566.94549431	2401167.81414447	2498016.26581137	2374706.18571315	2311225.57546613	1852632.52548382	2146378.02661619	1731640.01482364	2062631.16422769	2143639.18180256	2127050.57994268	2324320.71548834	1703778.37361344	1397563.14078068	1756012.08992286	1984575.29596805	1908629.71293221	2092031.96346082	1779982.73463318	1974896.27902457
"Tb927.3.3910:mRNA-p1"	1320684.5754409	1128080.46854792	1094941.92645105	1055519.17163522	1067505.2893862	1028635.65776497	1139442.58361183	1457841.93230424	1590770.39304235	1608898.92815115	1194367.84386537	1129013.1277879	1200484.29519043	1050839.34609607	1327631.75472636	1369984.08162615	1324366.43733773	1080666.85409432	1502146.97348834	1709774.64470647	1549864.8214816	1393072.87056548	1566259.4642721	1482270.38782909	1206442.55840614	1270597.82359355	992047.722956944	1204264.45222839	1173457.23075539	984392.566310619	1123145.76681781	1067472.84132534	1157801.65384747
"Tb927.11.10670:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	516304.795755432	387352.110498315	376699.732259299	589139.687161234	622445.862725932	530056.179822821	418511.556393537	NA	NA	NA	NA	462543.62477415	475222.768117458	424064.088744247	372984.650294421	498642.349535368	586612.103171744	NA	461297.025636761	434362.452075681	414686.063086037	550768.415971613	568181.471315052	492899.803028031	495825.577291743	625223.509701505
"Tb927.10.12620:mRNA-p1"	NA	220526.706615294	NA	NA	144501.6531825	NA	NA	716314.217728407	760778.786537501	803227.902584901	647405.331252725	569955.774756195	743498.245788109	686240.334855792	NA	NA	NA	175245.302849906	707287.915354387	671314.624918195	678266.889964369	648473.361824059	707378.953701362	758465.193698634	297546.877906464	432429.954612314	699947.991320016	479980.605398903	462770.1262209	543843.275646363	630742.37165486	584605.777376553	502288.594960979
"Tb927.2.2340:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3242154.73541674	3061109.84256655	3206391.73899023	3459210.52974881	3118845.46484601	3513892.82644588	2660551.32295647	NA	NA	NA	NA	3356964.30230775	3237196.45280588	2993103.75888141	2810423.25644686	3185357.14289591	3341099.52635721	NA	2461253.33150943	2796834.23608807	2485835.85587465	2169069.86153343	2725045.64571529	3469073.33135296	3413185.16741991	2346145.41960473
"Tb11.v5.0671.1-p1;Tb927.10.13010:mRNA-p1"	10978263.6200148	12318147.9158041	10228992.48108	12358388.2735299	12439619.7298622	12430184.1625755	10665194.0885401	6525034.93403774	7154952.78619959	7163867.98263911	2592608.97261178	2894105.40343238	2668832.62547632	3390627.15837179	8886371.24984639	8562486.50896119	8734190.50337208	10801016.5997245	6779901.74013088	6982143.21160587	7142069.48263985	7183743.55343955	6899813.96122373	7315533.58060156	10799855.2255279	3141697.4216034	2887426.67488141	1971697.62201629	2064193.30815856	2003186.14563911	2263076.35951937	2152472.54946339	1840412.98619516
"Tb927.8.7830:mRNA-p1"	318261.295327888	565838.966615306	446935.37982132	570650.146978844	446295.608851842	472831.421739259	620165.698789872	4768963.14055505	NA	NA	NA	NA	422865.851197954	NA	480275.08926157	490044.227486102	468515.396415583	542814.99744785	3090775.88219845	NA	316291.85760874	NA	1336510.85590369	459079.485465417	569051.281884679	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.10.9980:mRNA-p1"	2885641.02458294	3021066.32190338	3164846.69979317	3064747.77107676	3166053.5554268	3273574.67798961	2613403.69976974	1567258.39662344	1585902.73750746	1675649.61419488	504916.396885813	732072.654332502	509516.860167389	615969.146361409	3002682.64409318	3012304.42813849	2803342.28102527	2778683.03214784	1834792.25822946	1770683.692594	1571003.56156865	1558779.17267135	1608017.40538721	1555395.02702126	2799810.68727978	816110.701878596	631683.088733097	312973.333720463	191567.426716056	273698.04957266	424550.218343481	368225.000104109	308214.708646156
"Tb927.10.10710:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50111.8	NA	40363.1	63321.3	NA	NA
"Tb927.10.11660:mRNA-p1"	5402643.43936304	5651411.12937188	5394983.33852514	4966530.24198652	5056369.95166726	5162160.42370958	4987296.29006089	5057167.36734444	4847281.53488876	4845405.40406956	4195906.94194111	4358227.16482946	3993362.08935595	4259543.86441254	4926464.12255907	4974533.09718777	4766883.91110173	4806675.97350287	5148106.95505342	4995764.14498393	4979849.15391305	4643042.49167614	4822930.77156492	4731067.8730996	4749850.34123088	4358807.03374936	4324175.64781011	3651613.82889591	3481543.56282702	3141976.859841	3570417.04301692	3429919.63928976	3604219.16007163
"Tb927.11.6630:mRNA-p1"	NA	NA	789951.461509955	767370.024629555	1995055.20060497	NA	486846.480214658	6751403.33616583	6683014.97126999	7593295.96900237	5631015.72383784	5160560.7541662	5919663.67091797	5303959.80347334	957231.597256796	892745.968184456	943233.331227359	556293.543827865	6404553.14198911	6420780.48218143	6531260.64956139	6445043.98514588	7615247.45220439	7370492.44367401	NA	4831736.47621672	4988549.28193706	5399776.47447823	5608667.38743022	6064515.3150597	6692927.19825985	5918132.9079618	5677843.80302317
"Tb927.9.5190:mRNA-p1"	29373652.9767282	27700132.0679903	29234585.4846915	37260056.3041292	35978783.3553119	36767577.6664471	35470385.2737811	68839102.8852399	72217912.4732821	73892690.3746012	97163698.5023661	86892782.1751076	110025812.881888	91987189.1353163	23579301.5516043	23510289.8072792	23319066.775092	34379603.0812781	63534284.7145411	64181809.4192905	69071295.9001124	65088140.3568034	95474846.1095702	85113472.1616808	37652111.8509432	86954188.2178942	97842392.0556271	123034797.658728	129378865.775895	134065640.838585	135462061.623607	130548080.379934	120256151.403344
"Tb927.4.4240:mRNA-p1;Tb927.4.4260:mRNA-p1"	20626500.3492457	19714361.1199267	18496963.0117051	26040452.1978054	26967690.3143215	25318295.335678	26546699.5600233	9220883.63889616	8250446.05960746	8745831.38267059	4896331.38032474	5192841.29453036	5738393.39403933	5616901.35127437	19152010.351816	19285351.7831049	18531850.6396971	27369782.1425582	8658022.0303444	9390513.74127119	7988132.59535097	7753212.10477103	8945372.84247405	8969894.57132407	24001308.2528234	5516765.09730006	5637705.6367192	3342832.67501094	2902878.66125884	3138848.38367175	4246805.79552388	3705679.30283949	2557751.79830669
"Tb927.1.4650:mRNA-p1"	7398068.64551919	6347047.8383685	6443621.28919553	8461076.98583804	7637923.74511568	7145782.19255121	9074116.60863149	9849477.68104494	9076489.18268004	10011563.5673177	5302495.81609997	5586382.1738018	4558694.44217537	3917394.27632727	6515279.10345591	6025943.7176537	6212478.79269878	7924535.38019639	10020064.2535261	10300779.7658283	8799678.32054963	9292913.28569972	10102500.0590075	10193665.0999093	9139407.98823531	4695023.27622722	4729742.70913033	4968874.6600081	4872048.3378819	4465609.33565467	4906953.56431468	5410306.47039321	5024533.34996456
"Tb927.11.16220:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	761992.737779726	761692.867342843	958567.721769683	531164.438600976	674941.733441214	766253.300952054	726634.309429839	NA	NA	NA	NA	844524.451609203	769780.138096859	812383.977296092	804350.314976208	754803.465666583	684288.226188777	NA	628178.473007575	798064.683187393	601424.030634994	603315.622658825	839444.512001058	496788.342864195	771878.507899133	454102.746902586
"Tb927.3.900:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	934665.228301184	758636.932121501	1123364.12513673	919807.760383631	1073326.86091984	1360020.63981526	1644015.003857	NA	NA	NA	NA	991787.693445727	966036.633355814	838855.20787966	1046959.07697463	1060301.0299056	970334.087220622	NA	979195.553856456	1510434.11900442	1022652.07891797	1300626.35901508	1341275.56787931	1558296.70175467	1191183.80813867	971571.692677992
