"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.10.6740:mRNA-p1"	4529194.52802209	3747478.50523942	3239437.2824658	2998581.52642234	3862527.93735523	2980149.9999599	3210455.18235051	47992033.6009367	51179507.9314438	52220567.5985638	44098828.6058071	48243252.0485659	49657920.8419487	52487689.5675695	6228868.52498336	5490962.23838026	6949873.39449461	3488449.77103022	51227213.3545899	49912322.9825656	48256253.7509466	48571641.5325843	54159334.0884426	59741474.6346019	3269523.09794164	50799623.5788121	53246114.2669773	38498835.9669278	42314326.0859942	40574746.4233473	46812954.684707	39802866.5823626	42775122.488037
"Tb927.11.16330:mRNA-p1"	572951.978929215	571051.704254398	555771.37077899	671874.846358024	550047.476002557	696377.415173042	2791038.21378258	2791428.80455874	2544415.81238132	2476783.73824869	3236142.94159026	3079318.01983119	2538209.7242549	2597507.68584298	2580642.75048802	2477465.30499001	2316844.07673809	2891897.75021507	2534969.14819089	2601943.21701205	2495207.73382339	2471173.16109572	2515884.12032954	2513594.48794056	2833982.08915585	2948116.86094257	2450929.33351543	2208737.71644186	2376281.55011247	2033042.35487789	2149668.3218151	2099392.4467289	2475167.9818236
"Tb927.8.590:mRNA-p1"	4307369.91208944	4129306.85910991	4137442.77613544	2800611.49059056	2639775.37659542	2729386.99853916	3334547.17013554	6369190.44871341	6382656.98729124	5075183.35560815	5072496.05321097	5266015.36940751	3961282.94732603	4216650.71500849	4655993.10659749	4503443.24590598	4479733.1563072	2982375.31205818	6725718.79640143	6570694.96762528	6628378.8408674	6677761.67901005	5199773.24607031	5274889.49424813	3051012.74511549	5476696.47957928	4104848.97653831	5332778.92224254	5871198.09322466	4182997.19385471	4045658.61531371	4081842.870594	5886090.16677058
"Tb927.9.5900:mRNA-p1"	10233563.2324207	9453458.72077419	10638887.4767516	5130393.08175769	4328930.90387826	5075612.21640597	5761824.45765394	36764364.4305597	39110495.397009	43566476.4954296	55568465.6374056	50571766.3941755	45844808.9529354	40867760.9674039	14460474.7258938	15644368.80234	14474084.3970201	5545495.75710345	37966660.416782	35472138.9432015	37490188.1940815	42680961.9809888	41369792.9786771	42876211.1201707	6129619.92786659	51082579.9620208	40175208.8817442	56608085.1917471	60632730.8067431	45409442.9185771	39594877.9654538	44302277.3864317	59190638.6121393
"Tb927.4.1580:mRNA-p1"	818602.498430813	821462.360012686	1124938.55555382	910552.592654719	826356.612437952	709351.419404533	1174128.74817963	1693150.45530428	1695334.17398872	1861209.02213862	1358577.93030069	1335869.77228294	1268702.17432859	1085892.65498973	1584650.08254465	1495812.29130092	1460534.85541812	869539.803884413	1857903.82723995	1545573.30635579	1524228.31830026	1757650.55567839	1905458.46029907	1354632.40529558	1014229.91255738	906524.108955621	910491.654062545	1625925.64641235	1784916.84428894	1168864.90172746	1562430.47108955	2017750.72822677	1979255.35452449
"Tb927.4.4090:mRNA-p1"	584654.430738207	392529.246351695	513472.488414415	NA	NA	NA	445725.716632914	2404518.45811515	2331537.69228312	2437564.86219304	2620818.55219826	2550496.60635793	2812331.40188397	2634418.36281911	874516.063055829	887711.770374562	829444.799286913	550681.735976317	2265867.24531612	2123655.42447703	2233191.79051561	2392630.33138541	2351984.1502078	2740112.08726962	583099.006923506	2468304.29504794	2602077.89953689	2635648.90107252	2471948.8454854	2965939.02332065	2622600.66580192	2902953.93781195	2706782.21937417
"Tb927.8.3660:mRNA-p1"	1324563.58432049	NA	NA	776359.644940299	NA	NA	627042.306308719	11103705.6334912	10753116.5079886	10686812.6885652	11739592.084457	10621266.6093015	10616457.4041886	9268674.83007219	274044.65247495	NA	522559.519316473	440239.942504415	10787349.569908	10781021.8253958	10948329.9306485	11235534.5373378	10825178.4194585	11208189.8359798	384399.450841567	9545083.2117741	10018821.7895309	9561650.24661922	9713223.02650838	8966056.06932763	10586403.7735614	10725030.8851073	9626536.39984665
"Tb927.9.9030:mRNA-p1"	NA	NA	NA	NA	NA	867557.127242114	1496889.52455487	3773773.87590284	3977985.23284395	3914247.13605218	2288954.49323583	2698170.03989243	3350328.87704292	2903751.12546554	632596.26913137	NA	NA	NA	3842280.44991243	3799663.07680358	3500407.63527859	3686592.90843291	3890269.34923385	3699490.71398357	2271892.79312575	2335978.70514295	3211351.96885079	2256536.75076078	2352901.6102056	2729981.93061382	2597574.44584137	2927218.45913377	2474290.29351206
"Tb927.9.8190:mRNA-p1"	26815983.7241603	26505128.8170631	27099027.1589501	26148271.1921066	26014463.3174879	27377709.4808303	30197272.0198894	5670832.67210764	4198744.19786588	5868280.3371481	1689600.44299059	1648388.72504867	1846167.27348221	1895923.06946867	30639575.3121612	29216421.8407293	30345545.1550275	29661429.0667215	4960199.36685423	5816103.96049426	4175981.23560574	4162060.15126119	4001983.92957057	4812776.72315542	29859684.1147412	1856694.96618301	1858421.35623093	1557315.95610878	1178362.12176581	1145654.87194899	1709611.51828542	1439358.38628577	1250836.36392831
"Tb927.3.1870.1:mRNA-p1;Tb927.3.1870.2:mRNA-p1"	364136.391351643	NA	344834.095287248	NA	NA	NA	181581.897603807	328211.948666377	322752.544654143	291185.528600491	NA	NA	NA	NA	286793.815118345	293872.520083005	285890.112875383	310719.421667998	291688.005785306	363798.782198553	340636.068088393	319160.998869008	289066.431780986	405006.151667208	NA	NA	NA	NA	131935.243602844	NA	174595.980625046	NA	NA
"Tb927.11.9260:mRNA-p1"	NA	NA	NA	NA	NA	NA	302742.812152884	3350284.92283198	3362790.34739407	3136858.12293699	3992814.65067731	3583290.08816744	3731089.0379434	3380258.12979232	NA	NA	253480.735175023	NA	3107106.16542216	3160177.43671688	3219154.18733447	2932031.47759415	3151894.24459088	3308641.20303374	NA	3797340.87853492	3546356.85190654	3983968.98226374	3860059.83207128	4277528.10511831	4325492.09700653	3972632.12484729	4289042.6409743
"Tb927.10.4210:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	304658.012678867	NA	NA	NA	NA	NA	NA	262306.715400619	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.6.5010:mRNA-p1"	3626528.0385253	3132787.49018443	2717029.31333812	2879417.88774333	2876264.31723123	2544159.9374903	4055048.30722485	6189444.72415753	5597692.67901373	7453930.32105046	12702738.652789	15377574.5512513	17211619.6717874	19022456.947316	3108520.72123616	2997036.44133506	3790718.04343105	3288051.74381221	7718098.50487544	6023327.19786307	4260578.33321311	4413129.22358163	8499184.14599866	8455320.93616601	3889000.92245028	15655551.7004669	17745202.2479944	20974280.266625	22025562.4400931	23257086.3185135	23374601.6066628	24898896.7596165	20067173.9355438
"Tb927.3.1570:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1928800.812633	1858150.94546947	2150591.87292452	2452820.43145617	2365961.33444595	2613333.51941403	2219392.12592018	NA	NA	NA	362778.732145797	1904718.09964869	2047210.30057865	1740548.08336807	1738301.28994067	2086350.47590041	2190782.25823015	149051.615478234	2198211.84797169	2243632.57355018	2218338.70378269	2351698.9364069	2953024.66897772	2636773.72808086	2504937.51771719	2366934.59462281
"Tb927.9.9600:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	15753643.0238733	14872064.8354464	13871860.0778682	12987776.204129	12674349.9841296	14581939.9680748	13285939.2128208	NA	NA	NA	NA	15387318.2825654	14534924.7455139	13544116.9636517	14644876.7380306	8603648.35332174	12463549.6231995	NA	11845410.2995245	12694799.6012632	13441771.7838993	12363134.3365896	10498489.7471885	10631954.4092183	9628647.35128264	12194745.8073879
"Tb927.11.14920:mRNA-p1"	9656060.78593401	9049274.12566304	9024779.84353154	9193282.43523946	8790369.95639763	8728410.6580362	10914825.0637884	8945372.73163144	8899064.71498655	9332102.31285309	5746557.77177838	5283946.47146467	5774799.60840829	4520587.39506023	10399682.9056583	10720160.8574599	11130390.3122094	10093785.0933836	9159065.86629242	8678702.51367214	8515836.27650239	9039421.55638822	8698644.47094035	8979610.39586912	10892723.4483984	4345970.39227414	5015494.48381916	3988485.28042979	3532331.05811398	4367315.1610701	4489279.80218348	4873454.54990836	3533207.39123487
"Tb927.4.1380:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1568757.7539293	1626680.52978333	1625546.17415286	2210283.27381619	2686818.28307893	2784588.53385842	3195789.4410031	NA	NA	NA	NA	1394708.4116855	1337312.48739048	1244186.60940753	1301271.62776196	2012050.90148865	2153471.52068231	NA	2191419.05243133	2982049.08080214	2177372.61627975	2176354.15688622	2449302.33783833	2871148.4515758	2568750.2236285	2003288.24405713
"Tb927.11.4920:mRNA-p1"	242098872.348635	234161115.27503	223909044.027575	242597272.526732	232182373.709763	235311133.622098	249306368.269062	60465797.2691184	53016206.9935491	56344931.8376676	10605419.1675136	11431666.1323174	9622134.92967962	9840530.97326287	244290521.00111	235256892.433552	246001854.047172	249495959.255483	50826807.6847819	56806800.9152439	53108470.834509	51455773.0310096	64502155.8437377	64538437.646179	243955337.047737	10897667.3299224	9185368.16405738	7356339.51858488	6835633.61441976	8493740.59562982	6364898.96942622	5115730.25828179	6517442.15914742
"Tb927.1.1330:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	2230571.70564697	2347497.95044224	2067016.38403498	1790989.1722127	1786950.94388173	1889476.77803883	1833008.25235075	922775.280166859	1001139.22211182	955831.400433873	NA	2262525.32980077	2376063.60624084	2210479.30652889	2228597.70455345	1955373.41497558	1909354.12984454	NA	1893195.2211187	1436929.21703096	2033884.67331631	2191986.17733856	1494342.00955809	2006272.65027285	1814996.93482102	2120601.11687194
"Tb927.10.14000:mRNA-p1"	1739877.13035469	1546586.43446402	1927519.08082515	1050894.62930062	686487.019130103	619190.705768939	1043882.43472005	15582633.4790459	15553927.6070136	12840103.2715669	16153990.8463123	15474982.7587251	11188177.520519	11093489.6301292	2613558.47886275	2498234.06102111	2694102.69823246	966413.35910198	15460263.5449027	15393885.2599985	14926075.1904113	15553634.0662849	12378478.9390365	13544834.7373785	963888.304139438	16133370.3696608	10053478.3499193	17562784.2539039	19626700.1258702	12075084.0321498	12601651.6292524	12359062.0209109	21366725.3181894
"Tb927.3.2640:mRNA-p1"	4631838.07737166	4993223.02953994	4642042.6027011	4582069.55514159	4800403.17878621	4691521.36657919	3792097.85507562	3968231.11478573	3852205.22162851	4026989.37212942	2193821.75440865	2013292.63362614	2770708.179645	2539095.71974569	4484960.92015449	4992871.50640548	4376806.66382987	4032542.16150637	3983941.84373094	3926524.35969718	3633452.2478389	3859498.09797216	3922731.34317129	3963206.73822766	4156422.57168806	1530955.24588844	2492009.84080947	1748538.10999826	1541574.7352241	2068660.61529654	2031372.10429939	1926514.74247002	1647723.96018166
"Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1"	1435573.25678281	1458586.3074386	1391108.28686955	1593126.69748267	1728036.03834318	1660117.47655905	2786630.91010737	2936510.68111312	3157831.57537871	2977860.65702432	2342777.73731294	2475322.25416765	2416598.46601058	1863062.4716507	2454414.34372161	2337750.2471477	2452109.14071999	2864822.7201757	3088556.60080789	2978436.62843608	3275695.86321824	3268578.71939206	3100925.51279073	2953262.75287549	2973436.58054439	2257602.72152689	2073016.81649707	2585602.63765112	2471478.89490605	1474038.46727416	1583860.05028567	1711564.3805664	2435466.57103206
"Tb927.9.9820:mRNA-p1"	42992630.3078351	40744078.2915471	44772401.2407805	40455347.3040475	39771585.7621885	41041863.0196443	52092543.2555559	33066029.9564503	31303877.4653912	36894938.5875231	15356043.3422403	14820808.5416298	15443491.3738339	14672576.5966229	51407619.895892	49224360.5156373	53794076.3669337	49454662.4305094	33570035.5157241	33447823.0286487	32528119.7197726	32976012.2544763	39833159.4725403	38386266.1869911	48585529.3913648	14336615.6790537	15245792.2391505	15950216.4796156	15946503.7145756	16200802.5414945	18215961.4672848	17365914.3289774	15844565.8397969
"Tb927.3.4990:mRNA-p1"	565806.234353703	586580.982762275	770969.121389477	NA	NA	NA	598898.211181667	2967449.55499217	3031821.33230487	2960848.0650582	3701146.93888919	3874572.48051391	3223249.83742474	3613721.37533842	900618.360359888	922544.135458531	778085.091272459	602625.718463537	3219952.79625744	2993171.49319582	3081629.21682411	3056789.40271208	2750319.66005896	2750518.65823489	618758.907218864	3827405.47090331	3480528.27859698	3047909.75241185	2976745.89090647	2611883.69984855	2432547.21928003	2420980.14620913	3295558.14259053
"Tb927.2.5860:mRNA-p1"	2908710.66539339	2968229.10744534	2644497.91445053	2639748.88977155	2441278.43246185	2394500.61004056	2693749.50847627	1212984.1431654	1311368.95420514	1272558.84084374	NA	NA	NA	NA	3965373.64172028	4036982.96466392	3242585.00597228	3131199.02540081	NA	1291271.72831861	1469307.70271221	1271761.79528142	1381892.72993056	1489688.08898289	2966437.50773201	NA	NA	238205.979082431	NA	NA	NA	678860.034626157	NA
"Tb927.11.10850:mRNA-p1"	750728.866870653	755739.654957773	661564.043054193	776325.480963918	717547.452710806	808703.565383292	641993.241916902	1547445.53293734	1612591.79529821	1689846.19093709	614135.702946489	741332.592632156	1135909.89522787	1006821.93650035	585946.440612121	606926.261478153	570899.299405851	535724.023548377	1499322.35908999	1672954.4924925	1605763.14878241	1383358.32109391	1475987.93538645	1736809.15321367	618458.731643076	843890.11874875	1183809.16338888	785281.132407919	749745.940983541	769637.631975109	941569.485558983	972104.65221844	732409.108133914
"Tb927.2.5180:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	1470782.8030168	1574574.27260434	1735031.46131536	1310181.81723976	1282452.12922503	1777636.16089374	1799138.05487043	NA	NA	NA	NA	1248139.05980461	1570400.66277682	1379374.56834175	1485675.46343848	1820235.34229602	1992571.68592916	NA	1214931.27017798	1996050.97433908	1564359.40078166	1530962.10285075	1853951.28980248	1645629.21794462	1677403.86999182	1379783.12198725
"Tb927.2.6150:mRNA-p1"	1214995.96203928	1240726.03170551	NA	NA	NA	NA	NA	4838364.65115692	7917873.78084962	8981989.0615225	4630391.77778769	5737248.27568367	6457653.65370562	6854017.02863962	565295.424645933	NA	NA	494264.817498383	7881638.76680426	8976796.77560636	5871205.76860287	7522745.32900243	7520377.61747017	9282857.75541533	545018.856267985	6430832.46327842	6759988.69173374	6268516.79568534	6366981.68498739	5712134.8287128	6043003.6904689	6370741.44161779	5615059.62412321
"Tb927.11.15640:mRNA-p1"	2154626.35596395	1817967.36000407	2260844.72099725	988653.160839486	1006864.30670041	941958.293635032	1303293.66546861	7625260.36370564	7475946.11221107	7511635.09452194	7902508.82612336	8154631.1964606	8348605.23808885	7684406.95061224	3118501.07298539	2755621.01710345	3150132.17262664	1143964.33740367	7221074.72319041	7743512.06098361	7260937.71251707	7365536.97333834	8640137.5978427	8364782.50393425	1212655.77005275	7758895.81165941	7838637.13351426	9378191.82640687	10196385.4051704	9071180.84251158	9054636.31436762	8781084.57102489	9873236.42471857
"Tb927.5.720:mRNA-p1"	935256.362850128	NA	1040795.29424538	891531.57179959	NA	NA	901038.939085851	1333588.10907416	1347906.41886411	1451854.61654439	3167228.64089267	3007500.64137853	3193603.91297116	2156091.02736159	1684638.51583845	1457622.1147451	1172076.52423512	887319.897639089	1327479.23864173	1282187.62985509	1419521.33255558	1322616.66693778	1538422.73302251	1962242.92242995	918861.644515117	2881387.69913256	2353213.81515772	3290874.76703857	3169998.80339743	3443920.11731417	3022743.17805987	3157370.25788367	3568157.80124906
"Tb927.10.7590:mRNA-p1"	366067.211440002	NA	436008.549680162	NA	NA	NA	675483.816672498	1480458.10867085	1369155.24324986	886637.585581163	2861228.06186755	2507605.09851834	2335693.09108319	2018741.16435645	866086.581478945	967017.464522232	790423.77967018	484068.87616023	1135062.0789098	1632419.87180208	1499555.38430631	1377475.13183442	1569070.04331676	1395295.15674608	615120.958219066	2194928.66627339	1962506.81188162	2102774.66794149	2556871.37752422	2781549.67278382	3063814.07142216	2956539.76229254	2975530.01127968
"Tb927.5.2990:mRNA-p1"	12891854.3894074	14203240.9690336	15757901.9657448	12923358.6793847	13709391.3415156	14089671.8269722	12404707.7171918	8832321.00065082	8802047.65802214	4694911.20817573	848150.402505157	858840.835827931	950853.855817318	630137.370449754	9420348.71834327	8936721.13336118	8153814.96154726	11000298.1309328	7978562.84382678	8547885.17031375	7608905.75852411	8399063.49438586	4117445.81233788	4897345.69351624	12224691.9732177	990983.616120091	869470.068890743	NA	NA	NA	NA	NA	NA
"Tb927.10.15600:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21135.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.6.3980:mRNA-p1"	7038646.36187551	7210111.13140195	6771273.66960076	6992991.88851109	6694121.68439888	6642096.35835679	6272156.14203445	3128895.54103768	3360981.86213923	3351504.89184292	NA	NA	NA	NA	6914418.04067915	7074522.11951045	7469162.50044429	6084649.26782815	3104914.11882238	3450592.94579801	3068122.10701362	3231980.21838335	2958413.94530085	3389210.64821553	6105565.21827882	NA	NA	486663.174476117	NA	NA	NA	NA	NA
"Tb927.7.6450:mRNA-p1"	797029.279549703	843460.893455652	952113.477148048	1311122.87815374	1130821.83131678	1024232.81888212	1533649.15275819	7047254.52365813	6398847.98925373	6883989.51973979	5695658.02781984	5455213.98471866	5974021.82682849	5189293.7364148	1095945.01535761	1012012.3680566	1114634.58704806	1484462.65609775	7014209.38071644	7185817.05680773	6708633.23428867	6248975.38276071	7275903.21616774	7713857.3973382	1313994.0460198	5333730.64870843	5616966.06655954	4741211.3730259	4899796.15944958	4987602.98442673	5431380.72500374	5014445.48450436	4978766.77403346
"Tb927.5.3630:mRNA-p1"	5654921.68726687	5695876.06818594	5074519.74095315	5197186.86622659	5422735.73631816	5271814.3481418	5327972.44554732	2510435.52451196	2427887.56096309	2496592.6134126	723342.744822968	380981.808505598	480756.270374134	355891.125896389	5426548.93104416	5448231.90018881	5372687.31576422	5468335.14419005	2357265.19108986	2490402.16593323	2499975.67121113	2316416.30240425	2439738.8279329	2387328.07551555	5630922.88715325	NA	308879.331086656	NA	NA	NA	NA	NA	NA
"Tb927.1.450:pseudogenic_transcript-p1"	20358408.3019915	14694431.9404147	19122082.4211003	18760805.7712289	17181971.9553164	17841209.5723165	17389386.381669	29887297.6015093	28585494.6580585	20810765.3030023	31106952.172641	29838924.204877	23311548.0691226	25466790.4464259	20027473.9752451	18282541.1313105	20213084.0131594	13213731.8153957	25490396.9530684	26721283.4465987	28806286.023882	26452492.8550845	20864699.190816	22198555.033871	15863103.5834616	34392423.5777999	21376779.4112467	24830483.6723047	26934760.9267938	16075580.6363351	15792899.3268399	17504748.2677346	26379671.8420428
"Tb927.10.2190:mRNA-p1"	91436525.260618	79557019.8659905	91653415.7927972	90669443.9555821	91678746.3073881	91016313.2557258	121444097.037037	45751086.2508516	45755268.6730253	55013557.5304987	9902257.53451098	10270639.743426	9955542.86784717	10350298.7925325	124629599.611842	126726132.538062	127944513.672692	130493248.316665	50263153.2623701	46296639.5335575	44022451.3928472	44852192.0600393	55597812.6406998	44938303.5157056	120568959.54016	10297910.3804961	9626134.91356913	13236456.9711268	12478065.1257813	10653040.0996395	11697955.2637851	11368430.3509767	11380578.3491897
"Tb927.10.2300:mRNA-p1"	1133898.33493414	1571915.78681838	649935.895807489	NA	NA	NA	NA	3240790.31548388	3173191.48913653	2624999.72883547	6016827.73764349	4876556.8206356	3774959.48371951	4772676.18417872	1363720.89068286	990523.334323039	738939.13807747	957417.055760818	2902322.80648747	3006582.80597053	2810168.91740055	3045113.94054049	3373043.77859859	3400384.11171188	NA	4619251.85388599	3916792.34408295	4993162.58484282	5018016.57596536	4314215.12627519	4234265.12166382	3824818.50854488	4931567.47648687
